Text,Sentiment
PTC Fin IPO in mid-March; to raise Rs 800 cr,0
Rakesh Sethi takes over as new CMD of Allahabad Bank,0
"RBI's monetary policy, global cues may decide direction of stocks",0
Recommend wait and watch for midcap IT stocks: Dipan Mehta,0
Reliance Communications names former Bharti executive Vinod Sawhny as CEO,0
Remain invested in Infosys despite key management exits: Mehraboon Irani,0
Revival in sight for Engineers India after poor quarterly numbers,0
RIM appoints HP India's Sunil Dutt as new India head,0
Russian roubles firms in first minutes of trading on Friday,0
Samsung India mobile chief Vineet Taneja joins Micromax as CEO,0
SAT upholds Sebi order against three entities in Axon case,0
SBI Life Insurance appoints Arijit Basu as MD and CEO,0
Scotts Garments IPO: Skip the issue and wait for listing,0
Sebi disposes case against Real estate firm Hubtown after settlement,0
Sebi imposes Rs 10 lakh on Vas Infrastructure 5 promoters,0
Sebi in touch with RBI on dealing with willful defaulters,0
Sebi issues norms for sharing KYC details with financial regulators,0
Sebi may make succession plan a must in listed companies,0
Sebi plans surprise inspection of companies existing only on paper,0
Sebi to participate in India International Trade Fair at Delhi,0
Sebi wants government to allow pension money in Mutual Funds,0
See trailing stop for Nifty at 8450 levels: Ashwani Gujral,0
Sensex at 100K in 10 years quite likely: Navneet Munot,0
Sensex consolidates in narrow range; top 20 intraday trading ideas,0
"Sesa Sterlite reports Rs 1,621.55 crore net profit in Q4",0
Shibulal may succeed Kris Gopalakrishnan as Infosys CEO this April,0
Shilpi Cable hopeful to launch Rs 56-cr IPO in January,0
Shriram City to launch Rs 200-crore NCD on April 16,0
Six key takeaways for market from RBI money policy review,0
Six trading houses imported 40 per cent gold in September,0
Snapdeal to go public in 1-2 years: Co-founder Kunal Bahl,0
Sodexo names Rishi Gour as COO of Onsite Services Solutions,0
Sri Lanka rupee forwards steady on central bank moral suasion,0
StanChart IDR holders can convert 25% of holding into shares,0
"Sterling takes pause from election-inspired gains, focus on data, BoE",0
Surya Roshni posts Rs 11.90-crore net profit in Q1 FY13,0
Taj Group names P V Ramana Murthy as Global Head-HR,0
Tata Power posts Rs 247 crore profit in September quarter,0
Tata Power Q3 consolidated PAT seen at Rs 230 crore,0
Tata Power: Existing investors should participate in upcoming rights issues,0
Telecom sector can see several M&As post elections: Gaurang Shah,0
Three Chinese asset managers commit funds to stock purchase plans,0
"Three PSBs to Raise Rs 4,500 cr in perpetual bonds",0
Top three reasons why rupee is gaining strength against USD,0
"Traders expect gold prices to be rangebound, options data show",0
Trend Micro appoints Dhanya Thakkar as MD India and SAARC,0
"Ultratech Cement: High costs mar show, but future prospects bright",0
Uninor CEO Yogesh Malik quits; Sigve Brekke made interim CEO,0
UP mills may have to wait for central subsidy benefits,0
US stocks: Wall Street ends first day of 2015 flat,0
Vishal Retail posts Q4 net profit at Rs 10.47 cr,0
Vodafone ropes in Philips President & CEO as new Chairman,0
Wadia Group appoints Giorgio De Roni as CEO of GoAir,0
What happening in the oil market right now is 'unprecedented',0
What should investors do with TCS ahead of Q2 results?,0
Where are markets headed? 6080 is the new magic number,0
Where is the market headed? Here is what technicals show,0
Why long-term investors should believe in Infosys CEO Vishal Sikka,0
Will avoid PSU banking space until RBI intervention: Prateek Agarwal,0
Wipro Q2 PAT at Rs 2085 crore: Ten key takeaways,0
"With unique business model, Repco to benefit from economic recovery",0
"WNS appoints Adrian Dillon, Renu Karnad to Board of Directors",0
100 Infosys shares for 9.5K in 1993 now worth 4 crore,0
2014: A year for midcaps - Do you have a strategy?,1
3-5 per cent correction unlikely to affect markets: P Phani Sekhar,0
5490 is a key level for the Nifty today: Ashwani Gujral,0
6150 on the Nifty looks a matter of time: Ashwani Gujral,0
"AAP effect: After sizzling 2013, foggy start for Sensex in 2014",0
"Adlabs cuts IPO price band, extends offer date on muted response",0
"Adopt bottom-up approach to investing, says Prakash Diwan on banking stocks",0
"After unexpected rate cut by China, all eyes on Fed meet",0
Air India finally sacks Arora as COO of its budget airline,0
"Airbus appoints Srinivasan Dwarakanath as India CEO, Charles Champion as chairman",0
Airtel hires IT expert Manish Prakash to head its enterprise unit,0
Ajit Kalghatgi is Bharat Electronics Limited's new Director Research and Development,0
Another 200-300 points downside is possible on Bank Nifty: Ashwani Gujral,0
Arvind Saxena appointed as MD of Volkswagen Passenger Cars in India,0
"Azim Premji Trust to sell 1,530-crore Wipro shares to fund education",0
Bank of Baroda issues $750 million dollar bonds for 5.5 years,0
Bank of China first Chinese bank to join gold price benchmark,0
Battery companies an interesing prospect in the coming days: Ajay Bagga,0
Beat Fed blues with these top 15 high-conviction ideas by experts,0
Bengaluru-based builder Unishire raises Rs 126 crore through issue of NCDs,0
"Better coordination needed to check ponzi menace: UK Sinha, Sebi chief",0
Bharti Realty appoints S K Sayal as Managing Director and CEO,0
"Bond issuers seek better pricing after RBI rate cut, rethink offers",0
"BPCL can be bought on all declines: Ashwani Gujral, Market Strategist",1
"BSE Sensex flirts with 25,000 levels; top eleven stocks in focus",0
"Cairn India Rs 5,725 crore share buyback starts on January 23",0
"Call data record is important evidence in fraud cases, says Sebi",0
Camlin Fine Sciences posts Rs 4.28 crore net profit in Q1,0
Canara Bank hands over dividend of Rs 348.81 cr to government,0
"Cheaper inputs help, but weak demand a drag on Asian Paints",0
China stocks end firmer as investors switch into tech from property,0
China stocks mixed as investors hold back before SH-HK connect launch,0
China to test longer onshore yuan trading hours Dec 23-30: Sources,0
Chinas Xiaomi hires Jabong co-founder Manu Jain to head India operations,0
Claris to buy-back 14.49 per cent stake for Rs 231.25 crore,0
Claris to buy-back 14.49 per cent stake for Rs 231.25 crore,0
Co-founder PV Ramaprasad Reddy becomes billionaire as Aurobindo triples to record,0
"Commodities is a tricky call: Dhiraj Agarwal, Standard Chartered Capital Markets",0
Commodity bourse ICEX plans rights issue as part of revival plan,0
Companies should get listed within six days of share sale: Sebi,0
"Cong agrees to cooperate on 6 key bills, no-go for GST",0
Continue to hold on to long positions in Nifty: Mitesh Thacker,0
"Correction in markets is not likely anytime soon: Jitendra Sriram, HSBC",0
Data surge to support Airtel's growth but African woes may stay,0
"December quarter earnings, macro data to drive markets this week: Experts",0
Declining trend is about to get over for VIP: Mitesh Thacker,0
Delta Corp will have sustainability only after 65 levels: Vijay Bhambwani,0
Dhunseri Petrochem and Tea posts Q4 PAT at Rs 25.08 crore,0
"Dollar flatlines ahead of Janet Yellen, Mario Draghi at Jackson Hole",0
Dr Lal Path Labs plans IPO; files draft papers with Sebi,0
D-Street could move 2% on either side on Thursdays Fed outcome,0
D-Street eyes RIL for direction; here's how to trade the stock,0
"DVC aims to raise 1,600 cr from bonds for funding expansion",0
Exchanges need to change mindset: Bombay Stock Exchange chief Ashish Chauhan,0
Expect Nifty to test 6000 in next few months: BP Singh,0
"Expect Nifty to touch level of 6,900 by year-end: Gautam Chhaochharia",0
Expect Nifty to be rangebound between 8420 and 8530: Mitesh Thacker,0
F&O Tracker: Watch out for BankNifty & FII cash market data,0
Fertiliser cos need to move out of subsidiary regime: UR Bhat,0
"FIIs, sovereign funds to keep India mkt full of liquidity: RBS",0
Financial sector key to final week of trading on Wall Street,0
Five reasons why markets could make fresh record high anytime now,1
Five reasons why markets won't fall for US Fed's taper tantrum,0
Five things to watch out for from Wipro results and commentary,0
"Franklin Templeton buys record Rs 16,000-crore government securities in a day",0
F-Secure appoints Adarsh Kaul as India director for sales and marketing,0
"FTIL sells SMX for $150 mn; clear dues, say NSEL investors",0
FX traders to be interviewed as part of BoE probe: Sources,0
G-7 agrees to slap more sanctions on Russia; markets on edge,0
Global happenings likely to affect markets in the short-term: Prateek Agarwal,0
Global markets: Economic data will continue to be important this week,0
GoDaddy's IPO to value web-hosting company at up to $2.87 billion,0
Government selects 5 bankers to manage Indian Oil Corporation stake sale,0
Grasim looks good but range of growth not much: Sudip Bandyopadhyay,0
"Gunit Chadha, Deutsche Bank India CEO to move as co-head Asia",0
"Heard on the Street: SKS Microfinance, Ex-CEO Gurumani seen in settlement",0
Here are the 10 big market stories that will dominate 2015,0
"Hindalco: Rising input costs a worry, but buoyant demand may help",0
Hopes of policy clearances by government driving metal stocks: Arindam Ghosh,0
"Hospitality doyen, Leela group founder Capt C P Krishnan Nair dead",0
How to hedge yourself against ripples from Asias biggest economy China,0
How to play Tata Consultancy Services stock ahead of Q4 results,0
"HUDCO raises Rs 2,185 crore from second tranche of tax-free bonds",0
"IIFCL too boards infra bond wagon, to raise Rs 1,200 cr",0
IL&FS Transportation Rs 524 crore rights issue to open on Monday,0
In no hurry to recommend 'Buy' on Coal India: Mehraboon Irani,0
Indian Energy Exchange appoints S N Goel as CEO & MD,0
Infosys director Ann M Fudge wont seek reappointment after term expiry,0
Infosys riding on Vishal Sikka anticipated turnaround strategy: P Phani Sekhar,0
Infosys to get list of CEO probables by June 1st week,0
"Investment banker Manish Chokhani to head TPGs India, SE Asia play",0
Investors may not gain much from new structure of Crompton Greaves,0
Investors turn focus to proxy benchmark government bond maturing in 2028,0
"IRFC to raise Rs 10,000 crore through issue of tax-free bonds",0
IT sector continues to be enduring story of India: Jagdish Malkani,0
IT stocks likely to take Nifty to 8000-8100 levels: Sandeep Wagle,0
"Japan Post: IPO to include separate listings of bank, insurance units",0
Japanese messaging app Line files for IPO valued above $10 billion,0
JPMorgan downgrades RIL to 'neutral'; raises target price to Rs 1100,0
JPMorgan handpicks six midcap stocks which can outperform markets in 2015,0
Key thing for OMCs is the subsidy sharing pattern: India Infoline,0
Lakshmi Vilas Bank seeks Sebi nod for Rs 505-cr rights issue,0
Lanco Infratech board to consider compulsory convertible debentures issuance next week,0
"Look out for opportunities in midcap companies: Tushar Pradhan, HSBC AMC",0
"Macro data, FIIs to decide Indian mkt trend this week: Experts",0
Manpasand IPO hits market today; should you buy? What analysts say,0
"Market driven by expectation of a reformist government, says Vijai Mantri",0
Market is chasing anything related with Gujarat or Modi: Jagdish Malkani,0
"Market may remain sideways; 8,150-8,200 range holds the key: Ashwani Gujral",0
"Markets overbought, hence there could be momentum loss: Mitesh Thacker, miteshthacker.com",0
Markets to trade in range till Bihar election results: Sudip Bandhopadhyay,0
Maruti Suzuki flat ahead of Q1 results; here what to expect,0
Matrix sells 4.8% in Tree House Education for Rs 50 crore,0
MCX receives nearly 60 applications for MD and CEO vacant post,0
Michael Mayer appointed Director of  Volkswagen Passenger Cars in India,0
Mphasis: No major turnaround for the company in the near term,0
Need to maintain long positions in the given market: Ashwani Gujral,0
Next couple of days will indicate direction for markets: Ashwani Gujral,0
"Nifty can reach 8000 levels in six months, says Ajay Bagga",0
Nifty could go upto 8400-8450 in the near future: Deven Choksey,0
"Nifty stuck in a range, focus on individual stocks: Mitesh Thacker",0
"Nifty to consolidate at current levels; 9,000 still away: Kunj Bansal",0
Nifty to stay between 6000-6400 prior to general elections: Jagdish Malkani,0
Nokia India appoints V Sembian as new head of Chennai factory,0
Nokia India head P Balaji resigns under new Microsoft set up,0
Now open: Narayana Hrudayalaya IPO likely to cross the line today,0
NSE to auction government bonds worth Rs 646 crore on Tuesday,0
NSE to auction investment limits for Rs 852 crore govt bonds,0
NSEL to begin remat of e-series metal contracts from April 12,0
"OMCs have not even matched the Nifty's performance: Vijay Bhambwani, BSPLindia.com",0
"OMCs rally on petrol price hike, but end day in red",0
P Padmanabhan takes over as Managing Director of Numaligarh Refinery Limited,0
Perpetual bonds are quite a hit with investors in rate-cut season,0
Policy push likely to stabilise rupee in 60-61 band: Prateek Agarwal,0
"Poll: Us Federal Reserve may rates twice in 2015, say economists",0
"Post RBI policy: Bonds draw comfort from future guidance, rupee steady",0
PSUs need to operate on economic principles to perform: Dipan Mehta,0
PwC submits special audit report on Multi Commodity Exchange to FMC,0
"Raghuram Rajan says, 'premature' to scrap foreign limits in government debt",0
Ramco Systems plans to raise Rs 123 crore from rights issue,0
Rashtriya Ispat Nigam Ltd PAT for FY12 at Rs 751 crore,0
Rathin Basu appointed Country President of Alstom India & South Asia,0
